team,points
22,16
12,13
13,12
15,12
7,12
2,11
5,10
1,13
14,10
9,9
23,9
8,7
21,9
17,9
10,7
18,6
3,7
11,7
4,7
20,9
0,5
19,3
6,7
16,6
